p006,2024-03-01 20:00:00,14,59,16,750,753,0,正常,正常,正常
p001,2024-03-01 21:00:00,12,50,15,78,659,0,正常,正常,正常
p002,2024-03-01 21:00:00,13,58,21,81,736,0,正常,正常,正常
p003,2024-03-01 21:00:00,13,56,17,78,640,0,正常,正常,正常
p004,2024-03-01 21:00:00,13,57,15,64,649,0,正常,正常,正常
p005,2024-03-01 21:00:00,13,59,22,69,702,0,正常,正常,正常
p006,2024-03-01 21:00:00,13,70,16,60,770,0,正常,正常,正常
p001,2024-03-01 22:00:00,10,59,19,66,781,0,正常,正常,正常
p002,2024-03-01 22:00:00,12,63,24,81,778,0,正常,正常,正常
p003,2024-03-01 22:00:00,12,54,17,72,601,0,正常,正常,正常
p004,2024-03-01 22:00:00,12,54,16,77,694,0,正常,正常,正常
p005,2024-03-01 22:00:00,12,56,18,71,815,0,正常,正常,正常
p006,2024-03-01 22:00:00,12,55,16,71,798,0,正常,正常,正常
p001,2024-03-01 23:00:00,8,65,17,78,770,0,正常,正常,正常
p002,2024-03-01 23:00:00,11,55,23,83,852,0,正常,正常,正常
p003,2024-03-01 23:00:00,11,62,20,76,755,0,正常,正常,正常
p004,2024-03-01 23:00:00,11,59,18,75,742,0,正常,正常,正常
p005,2024-03-01 23:00:00,11,61,18,76,893,0,正常,正常,正常
p006,2024-03-01 23:00:00,11,60,16,60,796,0,正常,正常,正常
p001,2024-03-02 00:00:00,10,69,16,70,776,0,正常,正常,正常
p002,2024-03-02 00:00:00,10,63,18,74,708,0,正常,正常,正常
p003,2024-03-02 00:00:00,10,65,21,71,639,0,正常,正常,正常
p004,2024-03-02 00:00:00,10,67,15,63,617,0,正常,正常,正常
p005,2024-03-02 00:00:00,10,64,25,66,862,0,正常,正常,正常
p006,2024-03-02 00:00:00,10,61,19,72,764,0,正常,正常,正常
p001,2024-03-02 01:00:00,10,67,20,61,654,0,正常,正常,正常
p002,2024-03-02 01:00:00,10,57,23,69,724,0,正常,正常,正常
p003,2024-03-02 01:00:00,10,58,16,80,616,0,正常,正常,正常
p004,2024-03-02 01:00:00,10,69,19,76,619,0,正常,正常,正常
p005,2024-03-02 01:00:00,10,55,24,81,840,0,正常,正常,正常
p006,2024-03-02 01:00:00,10,51,19,79,662,0,正常,正常,正常
p001,2024-03-02 02:00:00,10,52,17,70,763,0,正常,正常,正常
p002,2024-03-02 02:00:00,10,64,20,78,761,0,正常,正常,正常
p003,2024-03-02 02:00:00,10,68,18,67,611,0,正常,正常,正常
p004,2024-03-02 02:00:00,10,55,16,78,610,0,正常,正常,正常
p005,2024-03-02 02:00:00,10,75,21,70,794,0,正常,正常,正常
p006,2024-03-02 02:00:00,10,55,19,80,633,0,正常,正常,正常
p001,2024-03-02 03:00:00,10,69,20,63,634,0,正常,正常,正常
p002,2024-03-02 03:00:00,10,59,25,79,738,0,正常,正常,正常
p003,2024-03-02 03:00:00,10,58,20,62,646,0,正常,正常,正常
p004,2024-03-02 03:00:00,10,62,22,78,718,0,正常,正常,正常
p005,2024-03-02 03:00:00,10,74,22,78,817,0,正常,正常,正常
p006,2024-03-02 03:00:00,10,59,15,76,721,0,正常,正常,正常
p001,2024-03-02 04:00:00,10,56,17,61,791,0,正常,正常,正常
p002,2024-03-02 04:00:00,10,74,25,75,777,0,正常,正常,正常
p003,2024-03-02 04:00:00,10,64,16,77,632,0,正常,正常,正常
p004,2024-03-02 04:00:00,10,63,21,79,795,0,正常,正常,正常
p005,2024-03-02 04:00:00,10,74,24,75,833,0,正常,正常,正常
p006,2024-03-02 04:00:00,10,60,19,79,614,0,正常,正常,正常
p001,2024-03-02 05:00:00,10,62,16,64,674,0,正常,正常,正常
p002,2024-03-02 05:00:00,10,64,21,65,775,0,正常,正常,正常
p003,2024-03-02 05:00:00,10,58,22,62,707,0,正常,正常,正常
p004,2024-03-02 05:00:00,10,64,22,66,768,0,正常,正常,正常
p005,2024-03-02 05:00:00,10,62,19,80,894,0,正常,正常,正常
p006,2024-03-02 05:00:00,10,66,18,62,649,0,正常,正常,正常
p001,2024-03-02 06:00:00,10,51,16,79,765,0,正常,正常,正常
p002,2024-03-02 06:00:00,10,66,21,71,845,0,正常,正常,正常
p003,2024-03-02 06:00:00,10,54,15,78,617,0,正常,正常,正常
p004,2024-03-02 06:00:00,10,69,21,79,768,0,正常,正常,正常
p005,2024-03-02 06:00:00,10,70,18,77,738,0,正常,正常,正常
p006,2024-03-02 06:00:00,10,58,15,74,795,0,正常,正常,正常
p001,2024-03-02 07:00:00,12,52,18,74,755,0,正常,正常,正常
p002,2024-03-02 07:00:00,11,75,20,75,867,0,正常,正常,正常
p003,2024-03-02 07:00:00,11,64,17,62,615,0,正常,正常,正常
p004,2024-03-02 07:00:00,11,66,20,64,677,0,正常,正常,正常
p005,2024-03-02 07:00:00,11,73,21,71,890,0,正常,正常,正常
p006,2024-03-02 07:00:00,11,53,15,68,723,0,正常,正常,正常
p001,2024-03-02 08:00:00,14,6002,16,75,670,28303,正常,正常,正常
p002,2024-03-02 08:00:00,12,61,23,67,728,28002,正常,正常,正常
p003,2024-03-02 08:00:00,12,57,18,71,658,20763,正常,正常,正常
p004,2024-03-02 08:00:00,12,64,20,75,664,25944,正常,正常,正常
p005,2024-03-02 08:00:00,12,67,21,77,886,27669,正常,正常,正常
p006,2024-03-02 08:00:00,12,55,20,79,601,29793,正常,正常,正常
p001,2024-03-02 09:00:00,16,53,19,64,738,25620,正常,正常,正常
p002,2024-03-02 09:00:00,13,69,23,72,813,27245,正常,正常,正常
p003,2024-03-02 09:00:00,13,51,15,72,722,29201,正常,正常,正常
p004,2024-03-02 09:00:00,13,56,17,67,725,29431,正常,正常,正常
p005,2024-03-02 09:00:00,13,67,20,65,824,29805,正常,正常,正常
p006,2024-03-02 09:00:00,13,55,16,63,660,27166,正常,正常,正常
p001,2024-03-02 10:00:00,18,70,18,73,722,24395,正常,正常,正常
p002,2024-03-02 10:00:00,14,70,24,82,769,34653,正常,正常,正常
p003,2024-03-02 10:00:00,14,58,20,69,686,25425,正常,正常,正常
p004,2024-03-02 10:00:00,14,60,22,71,628,22848,正常,正常,正常
p005,2024-03-02 10:00:00,14,56,20,72,750,28062,正常,正常,正常
p006,2024-03-02 10:00:00,14,53,15,66,793,29745,正常,正常,正常
p001,2024-03-02 11:00:00,20,69,16,67,784,26355,正常,正常,正常
p002,2024-03-02 11:00:00,15,68,21,66,708,28440,正常,正常,正常
p003,2024-03-02 11:00:00,15,53,18,76,701,20457,正常,正常,正常
p004,2024-03-02 11:00:00,15,63,21,63,691,20574,正常,正常,正常
p005,2024-03-02 11:00:00,15,69,21,75,702,30566,正常,正常,正常
p006,2024-03-02 11:00:00,15,61,15,66,744,27536,正常,正常,正常
p001,2024-03-02 12:00:00,22,63,18,76,656,23834,正常,正常,正常
p002,2024-03-02 12:00:00,16,65,24,78,859,28955,正常,正常,正常
p003,2024-03-02 12:00:00,16,66,19,67,604,26822,正常,正常,正常
p004,2024-03-02 12:00:00,16,53,15,75,785,23376,正常,正常,正常
p005,2024-03-02 12:00:00,16,71,21,65,829,28683,正常,正常,正常
p006,2024-03-02 12:00:00,16,62,19,75,736,22206,正常,正常,正常
p001,2024-03-02 13:00:00,28,70,15,67,673,29370,正常,正常,正常
p002,2024-03-02 13:00:00,21,70,24,78,850,31675,正常,正常,正常
p003,2024-03-02 13:00:00,21,70,17,61,697,22355,正常,正常,正常
p004,2024-03-02 13:00:00,21,57,16,78,675,27461,正常,正常,正常
p005,2024-03-02 13:00:00,21,70,20,75,847,25683,正常,正常,正常
p006,2024-03-02 13:00:00,21,59,20,75,724,27660,正常,正常,正常
p001,2024-03-02 14:00:00,26,68,18,69,748,22587,正常,正常,正常
p002,2024-03-02 14:00:00,20,58,25,75,894,34844,正常,正常,正常
p003,2024-03-02 14:00:00,20,65,22,70,632,21010,正常,正常,正常
p004,2024-03-02 14:00:00,20,65,15,62,756,28447,正常,正常,正常
p005,2024-03-02 14:00:00,20,69,25,78,739,27805,正常,正常,正常
p006,2024-03-02 14:00:00,20,66,18,64,638,25186,正常,正常,正常
p001,2024-03-02 15:00:00,24,63,19,68,719,27387,正常,正常,正常
p002,2024-03-02 15:00:00,19,70,18,85,866,34306,正常,正常,正常
p003,2024-03-02 15:00:00,19,69,18,71,656,24778,正常,正常,正常
p004,2024-03-02 15:00:00,19,57,17,63,640,23819,正常,正常,正常
p005,2024-03-02 15:00:00,19,62,21,80,823,32480,正常,正常,正常
p006,2024-03-02 15:00:00,19,54,20,70,678,21263,正常,正常,正常
p001,2024-03-02 16:00:00,22,61,15,80,780,21981,正常,正常,正常
p002,2024-03-02 16:00:00,18,75,24,79,876,28557,正常,正常,正常
p003,2024-03-02 16:00:00,18,50,20,64,675,27458,正常,正常,正常
p004,2024-03-02 16:00:00,18,51,18,60,682,24828,正常,正常,正常
p005,2024-03-02 16:00:00,18,65,19,74,833,28216,正常,正常,正常
p006,2024-03-02 16:00:00,18,64,15,70,667,20799,正常,正常,正常
p001,2024-03-02 17:00:00,20,58,17,67,740,0,正常,正常,正常
p002,2024-03-02 17:00:00,17,66,24,70,877,0,正常,正常,正常
p003,2024-03-02 17:00:00,17,53,17,64,759,0,正常,正常,正常
p004,2024-03-02 17:00:00,17,67,17,65,639,0,正常,正常,正常
p005,2024-03-02 17:00:00,17,55,22,78,784,0,正常,正常,正常
p006,2024-03-02 17:00:00,17,58,18,78,628,0,正常,正常,正常
p001,2024-03-02 18:00:00,18,59,17,60,700,0,正常,正常,正常
p002,2024-03-02 18:00:00,16,67,25,82,770,0,正常,正常,正常
p003,2024-03-02 18:00:00,16,52,22,71,729,0,正常,正常,正常
p004,2024-03-02 18:00:00,16,55,18,70,755,0,正常,正常,正常
p005,2024-03-02 18:00:00,16,55,19,74,875,0,正常,正常,正常
p006,2024-03-02 18:00:00,16,52,18,71,663,0,正常,正常,正常
p001,2024-03-02 19:00:00,16,67,17,65,607,0,正常,正常,正常
p002,2024-03-02 19:00:00,15,72,19,72,752,0,正常,正常,正常
p003,2024-03-02 19:00:00,15,64,16,64,627,0,正常,正常,正常
p004,2024-03-02 19:00:00,15,56,20,73,769,0,正常,正常,正常
p005,2024-03-02 19:00:00,15,71,18,66,835,0,正常,正常,正常
p006,2024-03-02 19:00:00,15,55,16,69,690,0,正常,正常,正常
p001,2024-03-02 20:00:00,14,58,18,80,697,0,正常,正常,正常
p002,2024-03-02 20:00:00,14,69,18,69,777,0,正常,正常,正常
p003,2024-03-02 20:00:00,14,68,20,77,611,0,正常,正常,正常
p004,2024-03-02 20:00:00,14,51,15,65,728,0,正常,正常,正常
p005,2024-03-02 20:00:00,14,68,25,82,892,0,正常,正常,正常
p006,2024-03-02 20:00:00,14,65,20,75,781,0,正常,正常,正常
p001,2024-03-02 21:00:00,12,56,16,77,634,0,正常,正常,正常
p002,2024-03-02 21:00:00,13,71,21,66,898,0,正常,正常,正常
p003,2024-03-02 21:00:00,13,68,20,62,611,0,正常,正常,正常
p004,2024-03-02 21:00:00,13,52,17,72,662,0,正常,正常,正常
p005,2024-03-02 21:00:00,13,72,24,65,849,0,正常,正常,正常
p006,2024-03-02 21:00:00,13,66,19,60,619,0,正常,正常,正常
p001,2024-03-02 22:00:00,10,51,17,64,715,0,正常,正常,正常
p002,2024-03-02 22:00:00,12,55,24,75,834,0,正常,正常,正常
p003,2024-03-02 22:00:00,12,57,19,66,600,0,正常,正常,正常
p004,2024-03-02 22:00:00,12,64,15,73,621,0,正常,正常,正常
p005,2024-03-02 22:00:00,12,56,19,75,767,0,正常,正常,正常
p006,2024-03-02 22:00:00,12,69,16,80,727,0,正常,正常,正常
p001,2024-03-02 23:00:00,8,67,17,69,637,0,正常,正常,正常
p002,2024-03-02 23:00:00,11,64,21,85,834,0,正常,正常,正常
p003,2024-03-02 23:00:00,11,52,20,61,731,0,正常,正常,正常
p004,2024-03-02 23:00:00,11,51,17,79,796,0,正常,正常,正常
p005,2024-03-02 23:00:00,11,65,18,85,810,0,正常,正常,正常
p006,2024-03-02 23:00:00,11,60,15,79,618,0,异常,正常,正常
p001,2024-03-03 00:00:00,10,69,20,63,769,0,正常,正常,正常
p002,2024-03-03 00:00:00,10,70,25,74,760,0,正常,正常,正常
p003,2024-03-03 00:00:00,10,52,17,78,744,0,正常,正常,正常
p004,2024-03-03 00:00:00,10,52,21,71,726,0,正常,正常,正常
p005,2024-03-03 00:00:00,10,57,21,74,839,0,正常,正常,正常
p006,2024-03-03 00:00:00,10,68,20,72,647,0,正常,正常,正常
p001,2024-03-03 01:00:00,10,60,16,71,710,0,正常,正常,正常
p002,2024-03-03 01:00:00,10,72,23,67,770,0,正常,正常,正常
p003,2024-03-03 01:00:00,10,58,17,72,648,0,正常,正常,正常
p004,2024-03-03 01:00:00,10,56,16,66,630,0,正常,正常,正常
p005,2024-03-03 01:00:00,10,66,21,65,768,0,正常,正常,正常
p006,2024-03-03 01:00:00,10,61,17,75,601,0,正常,正常,正常
p001,2024-03-03 02:00:00,10,59,19,64,646,0,正常,正常,正常
p002,2024-03-03 02:00:00,10,67,21,75,888,0,正常,正常,正常
p003,2024-03-03 02:00:00,10,54,21,78,737,0,正常,正常,正常
p004,2024-03-03 02:00:00,10,66,16,65,686,0,正常,正常,正常
p005,2024-03-03 02:00:00,10,59,18,79,848,0,正常,正常,正常
p006,2024-03-03 02:00:00,10,55,15,67,744,0,正常,正常,正常
p001,2024-03-03 03:00:00,10,60,19,70,730,0,正常,正常,正常
p002,2024-03-03 03:00:00,10,60,24,75,764,0,正常,正常,正常
p003,2024-03-03 03:00:00,10,53,15,80,764,0,正常,正常,正常
p004,2024-03-03 03:00:00,10,67,15,66,606,0,正常,正常,正常
p005,2024-03-03 03:00:00,10,70,20,80,777,0,正常,正常,正常
p006,2024-03-03 03:00:00,10,67,17,61,678,0,正常,正常,正常
p001,2024-03-03 04:00:00,10,67,20,74,640,0,正常,正常,正常
p002,2024-03-03 04:00:00,10,57,20,65,774,0,正常,正常,正常
p003,2024-03-03 04:00:00,10,64,18,64,728,0,正常,正常,正常
p004,2024-03-03 04:00:00,10,60,20,66,778,0,正常,正常,正常
p005,2024-03-03 04:00:00,10,72,24,69,770,0,正常,正常,正常
p006,2024-03-03 04:00:00,10,58,16,66,681,0,正常,正常,正常
p001,2024-03-03 05:00:00,10,58,19,71,717,0,正常,正常,正常
p002,2024-03-03 05:00:00,10,71,19,65,801,0,正常,正常,正常
p003,2024-03-03 05:00:00,10,65,20,63,654,0,正常,正常,正常
p004,2024-03-03 05:00:00,10,51,17,74,701,0,正常,正常,正常
p005,2024-03-03 05:00:00,10,73,21,80,710,0,正常,正常,正常
p006,2024-03-03 05:00:00,10,62,16,70,731,0,正常,正常,正常
p001,2024-03-03 06:00:00,10,63,16,72,637,0,正常,正常,正常
p002,2024-03-03 06:00:00,10,74,20,80,730,0,正常,正常,正常
p003,2024-03-03 06:00:00,10,56,19,70,752,0,正常,正常,正常
p004,2024-03-03 06:00:00,10,53,18,65,685,0,正常,正常,正常
p005,2024-03-03 06:00:00,10,74,18,67,704,0,正常,正常,正常
p006,2024-03-03 06:00:00,10,61,20,62,707,0,正常,正常,正常
p001,2024-03-03 07:00:00,12,55,19,65,738,0,正常,正常,正常
p002,2024-03-03 07:00:00,11,59,19,67,718,0,正常,正常,正常
p003,2024-03-03 07:00:00,11,55,21,78,757,0,正常,正常,正常
p004,2024-03-03 07:00:00,11,65,16,77,661,0,正常,正常,正常
p005,2024-03-03 07:00:00,11,68,19,79,836,0,正常,正常,正常
p006,2024-03-03 07:00:00,11,55,20,60,653,0,正常,正常,正常
p001,2024-03-03 08:00:00,14,60,19,64,631,24723,正常,正常,正常
p002,2024-03-03 08:00:00,12,63,19,69,890,31904,正常,正常,正常
p003,2024-03-03 08:00:00,12,57,20,64,703,24120,正常,正常,正常
p004,2024-03-03 08:00:00,12,69,17,61,777,27993,正常,正常,正常
p005,2024-03-03 08:00:00,12,68,23,80,782,27309,正常,正常,正常
p006,2024-03-03 08:00:00,12,65,16,76,672,21475,正常,正常,正常
p001,2024-03-03 09:00:00,16,62,19,80,601,25347,正常,正常,正常
p002,2024-03-03 09:00:00,13,67,22,73,705,29120,正常,正常,正常
p003,2024-03-03 09:00:00,13,59,19,61,757,21287,正常,正常,正常
p004,2024-03-03 09:00:00,13,53,18,64,613,26055,正常,正常,正常
p005,2024-03-03 09:00:00,13,57,23,69,864,26634,正常,正常,正常
p006,2024-03-03 09:00:00,13,62,19,67,653,26006,正常,正常,正常
p001,2024-03-03 10:00:00,18,57,16,69,642,20375,正常,正常,正常
p002,2024-03-03 10:00:00,14,59,22,73,791,25741,正常,正常,正常
p003,2024-03-03 10:00:00,14,62,17,73,663,29524,正常,正常,正常
p004,2024-03-03 10:00:00,14,65,15,62,795,28450,正常,正常,正常
p005,2024-03-03 10:00:00,14,64,23,72,794,28013,正常,正常,正常
p006,2024-03-03 10:00:00,14,53,15,68,682,20965,正常,正常,正常
p001,2024-03-03 11:00:00,20,64,17,78,615,27878,正常,正常,正常
p002,2024-03-03 11:00:00,15,74,21,76,869,31117,正常,正常,正常
p003,2024-03-03 11:00:00,15,65,17,60,758,25044,正常,正常,正常
p004,2024-03-03 11:00:00,15,55,19,72,705,20811,正常,正常,正常
p005,2024-03-03 11:00:00,15,58,23,68,792,25097,正常,正常,正常
p006,2024-03-03 11:00:00,15,55,18,79,607,26846,正常,正常,正常
p001,2024-03-03 12:00:00,22,65,19,76,797,21336,正常,正常,正常
p002,2024-03-03 12:00:00,16,70,25,67,804,29575,正常,正常,正常
p003,2024-03-03 12:00:00,16,59,22,76,747,26910,正常,正常,正常
p004,2024-03-03 12:00:00,16,59,16,73,776,29443,正常,正常,正常
p005,2024-03-03 12:00:00,16,59,21,80,816,27006,正常,正常,正常
p006,2024-03-03 12:00:00,16,52,17,73,698,25333,正常,正常,正常
p001,2024-03-03 13:00:00,28,69,18,74,761,26784,正常,正常,正常
p002,2024-03-03 13:00:00,21,75,18,66,879,28044,正常,正常,正常
p003,2024-03-03 13:00:00,21,64,19,69,761,24378,正常,正常,正常
p004,2024-03-03 13:00:00,21,65,16,69,700,26661,正常,正常,正常
p005,2024-03-03 13:00:00,21,62,20,79,857,33127,正常,正常,正常
p006,2024-03-03 13:00:00,21,54,19,67,728,26102,正常,正常,正常
p001,2024-03-03 14:00:00,26,66,18,69,701,20439,正常,正常,正常
p002,2024-03-03 14:00:00,20,55,25,83,872,34940,正常,正常,正常
p003,2024-03-03 14:00:00,20,52,20,76,667,25912,正常,正常,正常
p004,2024-03-03 14:00:00,20,68,21,70,741,23622,正常,正常,正常
p005,2024-03-03 14:00:00,20,67,19,83,811,33411,正常,正常,正常
p006,2024-03-03 14:00:00,20,67,17,79,666,27783,正常,正常,正常
p001,2024-03-03 15:00:00,24,66,16,66,772,22812,正常,正常,正常
p002,2024-03-03 15:00:00,19,67,20,73,845,27563,正常,正常,正常
p003,2024-03-03 15:00:00,19,68,22,70,709,21814,正常,正常,正常
p004,2024-03-03 15:00:00,19,51,17,77,697,22117,正常,正常,正常
p005,2024-03-03 15:00:00,19,72,25,74,773,31608,正常,正常,正常
p006,2024-03-03 15:00:00,19,51,20,71,745,25027,正常,正常,正常
p001,2024-03-03 16:00:00,22,51,19,78,751,23048,正常,正常,正常
p002,2024-03-03 16:00:00,18,72,23,81,728,25554,正常,正常,正常
p003,2024-03-03 16:00:00,18,55,16,77,765,24404,正常,正常,正常
p004,2024-03-03 16:00:00,18,56,16,78,607,23142,正常,正常,正常
p005,2024-03-03 16:00:00,18,57,25,67,759,33070,正常,正常,正常
p006,2024-03-03 16:00:00,18,57,19,75,746,22431,正常,正常,正常
p001,2024-03-03 17:00:00,20,54,18,64,731,0,正常,正常,正常
p002,2024-03-03 17:00:00,17,57,18,75,869,0,正常,正常,正常
p003,2024-03-03 17:00:00,17,62,21,77,639,0,正常,正常,正常
p004,2024-03-03 17:00:00,17,70,21,80,658,0,正常,正常,正常
p005,2024-03-03 17:00:00,17,74,22,82,819,0,正常,正常,正常
p006,2024-03-03 17:00:00,17,61,20,66,643,0,正常,正常,正常
p001,2024-03-03 18:00:00,18,54,18,65,793,0,正常,正常,正常
p002,2024-03-03 18:00:00,16,70,20,72,764,0,正常,正常,正常
p003,2024-03-03 18:00:00,16,63,17,75,687,0,正常,正常,正常
p004,2024-03-03 18:00:00,16,65,200,72,668,0,正常,正常,正常
p005,2024-03-03 18:00:00,16,60,25,67,799,0,正常,正常,正常
p006,2024-03-03 18:00:00,16,66,20,77,643,0,正常,正常,正常
p001,2024-03-03 19:00:00,16,60,20,75,763,0,正常,正常,正常
p002,2024-03-03 19:00:00,15,74,19,65,891,0,正常,正常,正常
p003,2024-03-03 19:00:00,15,69,16,62,694,0,正常,正常,正常
p004,2024-03-03 19:00:00,15,64,16,73,721,0,正常,正常,正常
p005,2024-03-03 19:00:00,15,70,20,80,734,0,正常,正常,正常
p006,2024-03-03 19:00:00,15,65,18,73,771,0,正常,正常,正常
p001,2024-03-03 20:00:00,14,54,16,71,724,0,正常,正常,正常
